,best_threshold,best_profit_ratio,best_profit,0.0_precision,0.0_recall,0.0_f1-score,0.0_support,1.0_precision,1.0_recall,1.0_f1-score,1.0_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,recall,precision,f1_score,model_type,params,auroc
0,0.55,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.001}",0.48849462365591395
0,0.55,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 3, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.5339784946236559
0,0.525,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,naive_bayes,{'nb__alpha': 0},0.5335842293906811
0,0.525,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,logistic_regression,"{'lr__C': 0.0001, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.5
0,0.525,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,gp,,0.5
0,0.42500000000000004,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 1, 'xtree__min_samples_split': 2}",0.5168458781362008
0,0.15000000000000002,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,xgboost,,0.5378494623655914
0,0.35000000000000003,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,adaboost,,0.5510394265232975
0,0.525,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,gradientboost,,0.5301075268817204
0,0.525,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.553010752688172
0,0.55,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.001}",0.48229390681003587
0,0.275,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 3, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.5093906810035842
0,0.5,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,naive_bayes,{'nb__alpha': 0},0.49254480286738356
0,0.525,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,logistic_regression,"{'lr__C': 0.0001, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.5
0,0.65,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,gp,,0.5575627240143369
0,0.42500000000000004,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 1, 'xtree__min_samples_split': 2}",0.5465949820788532
0,0.1,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,xgboost,,0.49060931899641574
0,0.325,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,adaboost,,0.49060931899641574
0,0.30000000000000004,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,gradientboost,,0.49060931899641574
0,0.45,0.0,0,0.8480243161094225,1.0,0.9177631578947368,279,0.0,0.0,0.0,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.42401215805471126,0.5,0.4588815789473684,329,0.7191452407128538,0.8480243161094225,0.7782854743241081,329,0.0,0.0,0.0,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.5007885304659498
